1	2.8134107167600364
1006	2.8134107167600364
1011	2.5257286443082556
1021	3.2188758248682006
1035	1.8325814637483102
1040	2.8134107167600364
105	2.5257286443082556
1053	2.8134107167600364
1063	2.8134107167600364
1064	2.5257286443082556
1070	2.302585092994046
1079	2.5257286443082556
1080	2.5257286443082556
1089	2.8134107167600364
1111	3.2188758248682006
1118	2.8134107167600364
112	2.302585092994046
113	2.302585092994046
115	2.120263536200091
1151	3.912023005428146
1152	2.8134107167600364
116	2.5257286443082556
1165	2.8134107167600364
117	3.2188758248682006
1179	2.8134107167600364
1191	2.302585092994046
12	1.2729656758128876
120	2.8134107167600364
1210	3.2188758248682006
123	3.2188758248682006
1232	3.2188758248682006
124	1.4271163556401458
1241	2.5257286443082556
1245	2.8134107167600364
125	3.2188758248682006
1256	2.5257286443082556
1270	1.9661128563728327
1273	2.5257286443082556
1279	3.2188758248682006
128	1.8325814637483102
1287	2.8134107167600364
1291	3.2188758248682006
13	2.5257286443082556
1306	2.5257286443082556
1313	2.302585092994046
1314	2.5257286443082556
134	2.8134107167600364
1343	1.9661128563728327
1346	2.8134107167600364
1368	3.2188758248682006
1375	3.2188758248682006
1379	3.2188758248682006
1382	3.2188758248682006
1384	1.8325814637483102
139	2.302585092994046
1391	2.302585092994046
1392	3.912023005428146
1399	2.302585092994046
140	1.07880966137193
1405	2.8134107167600364
1406	1.9661128563728327
1407	2.8134107167600364
1414	3.2188758248682006
144	1.8325814637483102
1440	2.5257286443082556
1444	1.8325814637483102
1464	2.8134107167600364
1466	3.2188758248682006
1467	2.8134107167600364
1477	2.8134107167600364
1496	2.5257286443082556
15	2.120263536200091
1529	3.912023005428146
1531	2.8134107167600364
1541	2.5257286443082556
155	2.5257286443082556
1555	2.8134107167600364
156	2.120263536200091
1573	2.5257286443082556
1574	2.5257286443082556
1583	3.2188758248682006
1584	1.8325814637483102
159	2.8134107167600364
1596	1.8325814637483102
160	3.912023005428146
1606	2.8134107167600364
161	2.8134107167600364
162	2.8134107167600364
1634	3.912023005428146
1636	2.8134107167600364
164	3.2188758248682006
165	1.7147984280919266
168	2.8134107167600364
169	2.5257286443082556
1691	2.8134107167600364
170	3.2188758248682006
1718	2.5257286443082556
172	2.302585092994046
1720	2.5257286443082556
1723	2.8134107167600364
1756	2.120263536200091
177	2.8134107167600364
178	2.302585092994046
1811	2.302585092994046
1812	2.302585092994046
1828	2.5257286443082556
183	3.2188758248682006
1842	2.8134107167600364
1852	2.302585092994046
1872	2.8134107167600364
188	2.5257286443082556
189	1.3470736479666094
190	1.5141277326297755
191	3.2188758248682006
1915	2.5257286443082556
1925	3.912023005428146
1933	2.8134107167600364
194	2.302585092994046
195	1.9661128563728327
1963	2.8134107167600364
1964	2.8134107167600364
197	2.5257286443082556
198	2.5257286443082556
199	1.7147984280919266
