1	85
1313	62
1314	32
1315	73
1316	38
1317	43
1318	41
1319	28
1320	38
1321	92
1322	73
1824	99
1825	64
1826	38
1827	76
1828	115
1829	73
1830	39
1831	36
1832	189
1833	70
2	61
3	80
4	31
5	31
510	23
511	36
512	28
513	58
514	29
515	45
516	66
517	41
518	57
519	50
6	47
7	62
8	52
896	75
897	57
898	100
899	47
9	26
900	96
901	72
902	101
903	88
904	80
905	25
